paper_id,decision,avg_rating,rating_variance,confidence_weighted_avg,num_reviews,num_rebuttals
l6QnSQizmN,1,7.25,1.6875,7.357142857142857,4,8
IUmj2dw5se,1,7.5,0.75,7.625,4,14
71pur4y8gs,1,7.2,0.96,7.176470588235294,5,12
JAMxRSXLFz,1,7.333333333333333,0.8888888888888888,7.454545454545454,3,3
TJo6aQb7mK,1,7.6,5.04,7.315789473684211,5,16
awvJBtB2op,1,7.5,0.75,7.375,4,4
hwSmPOAmhk,1,7.333333333333333,0.8888888888888888,7.2727272727272725,3,3
YwJkv2YqBq,1,6.75,1.6875,6.6923076923076925,4,6
jCPak79Kev,1,7.5,0.75,7.6,4,11
mkDam1xIzW,1,7.333333333333333,0.8888888888888888,7.2,3,9
00SnKBGTsz,1,7.5,0.75,7.466666666666667,4,6
hXm0Wu2U9K,1,6.4,0.64,6.4,5,12
d9aWa875kj,1,7.5,0.75,7.4,4,10
7xCSK9BLPy,1,7.333333333333333,0.8888888888888888,7.2,3,7
HqLHY4TzGj,1,7.25,1.6875,7.333333333333333,4,12
hNjCVVm0EQ,1,7.5,0.75,7.5,4,5
LSp4KBhAom,1,7.5,0.75,7.428571428571429,4,8
uSz2K30RRd,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,4
aMBSY2ebPw,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,5
q3EbOXb4y1,1,7.5,0.75,7.5,4,10
BmG88rONaU,1,7.5,0.75,7.538461538461538,4,6
0h6v4SpLCY,1,7.333333333333333,0.8888888888888888,7.454545454545454,3,4
fZK6AQXlUU,1,7.25,1.6875,7.25,4,7
Fk3eod9aaD,1,7.5,0.75,7.5,4,6
N4NhVN30ph,1,7.5,0.75,7.571428571428571,4,8
uREg3OHjLL,1,7.4,1.44,7.526315789473684,5,7
97rOQDPmk2,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,8
rySLejeB1k,1,7.333333333333333,0.8888888888888888,7.384615384615385,3,29
uqWM9hBDAE,1,7.333333333333333,0.8888888888888888,7.111111111111111,3,3
bMC1t7eLRc,1,6.5,0.75,6.615384615384615,4,12
03OkC0LKDD,1,7.5,0.75,7.6,4,5
D1Y2XFgsPI,1,7.2,0.96,7.2,5,5
rdAbEn5DZt,1,7.333333333333333,0.8888888888888888,7.25,3,4
4FVGowGzQb,1,7.25,1.6875,7.25,4,0
wmV4cIbgl6,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,3
Nx4PMtJ1ER,1,8.0,2.0,8.0,4,6
ofuLWn8DFZ,1,7.333333333333333,0.8888888888888888,7.4,3,4
f7KxfUrRSb,1,7.25,1.6875,7.0625,4,9
sahQq2sH5x,1,7.333333333333333,0.8888888888888888,7.454545454545454,3,5
7nyJBVCTGQ,1,7.5,0.75,7.6,4,5
BL4WBIfyrz,1,7.5,0.75,7.428571428571429,4,6
S85PP4xjFD,1,7.5,0.75,7.428571428571429,4,14
44cMlQSreK,1,7.2,0.96,7.2631578947368425,5,12
ujpAYpFDEA,1,7.5,0.75,7.428571428571429,4,4
tj5xJInWty,1,7.333333333333333,0.8888888888888888,7.454545454545454,3,5
SqZ0KY4qBD,1,7.25,3.6875,7.142857142857143,4,5
QogcGNXJVw,1,7.5,0.75,7.466666666666667,4,5
WzCEiBILHu,1,7.5,0.75,7.6,4,7
0fJfVOSUra,1,7.5,0.75,7.529411764705882,4,6
lvw3UgeVxS,1,7.5,0.75,7.230769230769231,4,6
OZVTqoli2N,1,7.5,0.75,7.428571428571429,4,5
SOWZ59UyNc,1,7.5,0.75,7.529411764705882,4,8
Q150eWkQ4I,1,7.0,1.0,7.052631578947368,4,9
eW4yh6HKz4,1,7.6,2.24,7.619047619047619,5,12
q5EZ7gKcnW,1,7.25,1.6875,7.076923076923077,4,9
2pNLknCTvG,1,7.5,0.75,7.5,4,8
p4cLtzk4oe,1,7.333333333333333,0.8888888888888888,7.555555555555555,3,4
Fs9EabmQrJ,1,7.333333333333333,0.8888888888888888,7.454545454545454,3,6
U3PBITXNG6,1,7.5,0.75,7.5,4,5
3ddi7Uss2A,1,7.0,1.6,7.0625,5,10
4NTrco82W0,1,7.333333333333333,0.8888888888888888,7.2,3,7
PUnD86UEK5,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,4
mOpNrrV2zH,1,7.4,1.44,7.666666666666667,5,14
VGQugiuCQs,1,7.5,0.75,7.454545454545454,4,4
lgsyLSsDRe,1,7.5,0.75,7.466666666666667,4,4
SUc1UOWndp,1,7.0,1.0,7.090909090909091,4,5
wHebuIb6IH,1,7.5,0.75,7.529411764705882,4,6
K2jOacHUlO,1,7.25,1.6875,7.25,4,7
gWgaypDBs8,1,7.333333333333333,0.8888888888888888,7.4,3,7
UVnD9Ze6mF,1,7.5,2.75,7.6,4,4
avSocG0oFA,1,7.5,0.75,7.571428571428571,4,5
28abpUEICJ,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,3
OwpLQrpdwE,1,7.4,3.04,7.277777777777778,5,9
dOAkHmsjRX,1,7.5,0.75,7.571428571428571,4,14
pPQPQ7Yd58,1,7.5,0.75,7.571428571428571,4,13
9GsgCUJtic,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,4
CkgKSqZbuC,1,7.333333333333333,0.8888888888888888,7.4,3,5
bcTjW5kS4W,1,7.5,0.75,7.5,4,7
SG1R2H3fa1,1,7.5,0.75,7.466666666666667,4,15
2c7pfOqu9k,1,7.5,0.75,7.6,4,7
S4dItvpvAv,1,7.428571428571429,0.8163265306122449,7.454545454545454,7,17
IwPXYk6BV9,1,7.5,0.75,7.6,4,4
QOfswj7hij,1,7.333333333333333,0.8888888888888888,7.6,3,3
N1L5TgtkAw,1,7.5,0.75,7.636363636363637,4,4
TlAdgeoDTo,1,7.25,1.6875,7.142857142857143,4,0
Yk87CwhBDx,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,4
lXRDQsiP2v,1,7.5,0.75,7.571428571428571,4,0
U834XHJuqk,1,7.5,0.75,7.636363636363637,4,4
csbf1p8xUq,1,7.333333333333333,0.8888888888888888,7.5,3,3
oI5tZaWkF9,1,7.5,0.75,7.6923076923076925,4,5
J9VogDTa1W,1,7.5,0.75,7.4,4,7
AUCYptvAf3,1,7.5,0.75,7.466666666666667,4,8
sZQRUrvLn4,1,6.4,0.64,6.444444444444445,5,5
2kGKsyhtvh,1,7.5,0.75,7.5,4,5
EEgYUccwsV,1,7.333333333333333,0.8888888888888888,7.090909090909091,3,4
gI0kPklUKS,1,7.5,0.75,7.5,4,8
8xxEBAtD7y,1,7.333333333333333,0.8888888888888888,7.4,3,8
AEFVa6VMu1,1,7.5,0.75,7.428571428571429,4,5
h8yg0hT96f,1,7.333333333333333,0.8888888888888888,7.2,3,4
PstM8YfhvI,1,6.75,4.6875,6.666666666666667,4,7
TYSQYx9vwd,1,7.333333333333333,3.5555555555555554,7.333333333333333,3,4
7IzeL0kflu,1,7.5,0.75,7.454545454545454,4,17
2o58Mbqkd2,1,7.333333333333333,3.5555555555555554,7.666666666666667,3,8
FPfCUJTsCn,1,7.2,0.96,7.222222222222222,5,18
Kpjvm2mB0K,1,8.0,0.0,8.0,3,2
LqTz13JS2P,1,7.25,1.6875,7.3076923076923075,4,6
agHddsQhsL,1,7.5,0.75,7.571428571428571,4,6
1xzqz73hvL,1,7.0,1.0,7.0,4,6
60i0ksMAhd,1,7.25,1.6875,7.2,4,13
t8qcGXaepr,1,7.333333333333333,0.8888888888888888,7.454545454545454,3,3
xsx3Fpo3UD,1,7.5,0.75,7.538461538461538,4,7
Hz4BYVY8YM,1,7.5,0.75,7.571428571428571,4,6
cWHonXThtM,1,7.333333333333333,0.8888888888888888,7.384615384615385,3,9
l2zFn6TIQi,1,7.5,0.75,7.428571428571429,4,8
LiUfN9h0Lx,1,7.333333333333333,0.8888888888888888,7.0,3,6
rDLgnYLM5b,1,7.2,0.96,7.294117647058823,5,5
S5Yo6w3n3f,1,7.25,1.6875,7.25,4,14
QjSOgxJ0hp,1,7.5,0.75,7.5,4,5
UvfI4grcM7,1,7.5,0.75,7.5,4,15
RSGoXnS9GH,1,7.0,1.0,7.066666666666666,4,12
kwqhn2VuG4,1,7.5,0.75,7.5,4,9
5FXKgOxmb2,1,7.25,1.6875,7.25,4,6
3cgMU3TyyE,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,8
OZbFRNhpwr,1,7.333333333333333,0.8888888888888888,7.4,3,13
2hcfoCHKoB,1,7.5,0.75,7.571428571428571,4,19
yVQcr4qjD6,1,6.8,0.96,6.7368421052631575,5,12
uTqnyF0JNR,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,31
FhBT596F1X,1,7.5,0.75,7.538461538461538,4,8
KZgo2YQbhc,1,7.5,0.75,7.571428571428571,4,5
i8dYPGdB1C,1,6.8,0.96,6.933333333333334,5,9
0fhzSFsGUT,1,7.5,0.75,7.529411764705882,4,6
dRXxFEY8ZE,1,7.5,0.75,7.555555555555555,4,6
ixMBnOhFGd,1,7.25,1.6875,7.1,4,8
D042vFwJAM,1,7.333333333333333,0.8888888888888888,7.454545454545454,3,3
5BjQOUXq7i,1,7.2,0.96,7.176470588235294,5,9
78Nn4QJTEN,1,7.333333333333333,0.8888888888888888,7.384615384615385,3,5
rxVvRBgqmS,1,6.5,0.75,6.5,4,5
ws5phQki00,1,7.333333333333333,0.8888888888888888,7.5,3,6
IjQ2Jtemzy,1,7.0,1.6,7.0,5,8
5ZEbpBYGwH,1,7.25,1.6875,7.294117647058823,4,5
tuu4de7HL1,1,7.333333333333333,0.8888888888888888,7.428571428571429,3,5
Im2neAMlre,1,7.333333333333333,0.8888888888888888,7.384615384615385,3,4
hBGavkf61a,1,7.25,1.6875,7.25,4,5
scI9307PLG,1,7.333333333333333,0.8888888888888888,7.6,3,6
uvHmnahyp1,1,7.5,0.75,7.5,4,10
P7KRIiLM8T,1,7.333333333333333,0.8888888888888888,7.2727272727272725,3,5
SOd07Qxkw4,1,7.5,0.75,7.6,4,4
ALzTQUgW8a,1,7.2,0.96,7.157894736842105,5,17
IC5RJvRoMp,1,7.5,0.75,7.428571428571429,4,6
hUb2At2DsQ,1,7.2,0.96,7.411764705882353,5,21
k03mB41vyM,1,6.5,1.25,6.647058823529412,6,9
37EXtKCOkn,1,7.5,0.75,7.538461538461538,4,4
hJ1BaJ5ELp,1,7.5,0.75,7.466666666666667,4,8
kuutidLf6R,1,7.5,2.75,7.6,4,9
gye2U9uNXx,1,7.5,0.75,7.428571428571429,4,4
kpq3IIjUD3,1,7.333333333333333,0.8888888888888888,7.090909090909091,3,8
fU8H4lzkIm,1,8.0,1.6,8.090909090909092,5,19
qtTIP5Gjc5,1,7.5,0.75,7.428571428571429,4,17
PkpNRmBZ32,1,7.5,0.75,7.5,4,8
hpCfPEvBsr,1,7.5,0.75,7.538461538461538,4,9
tfyHbvFZ0K,1,7.5,0.75,7.454545454545454,4,7
7ANDviElAo,1,7.25,1.6875,7.076923076923077,4,12
FtX6oAW7Dd,1,7.5,0.75,7.571428571428571,4,7
cTR17xl89h,1,7.5,0.75,7.428571428571429,4,11
NdHka08uWn,1,7.333333333333333,0.8888888888888888,7.4,3,6
7XgKAabsPp,1,7.333333333333333,0.8888888888888888,7.2727272727272725,3,8
cznqgb4DNv,1,7.4,1.44,7.368421052631579,5,24
6RtRsg8ZV1,1,7.5,0.75,7.5,4,0
UqYNPyotxL,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,3
m9RNBZewW2,1,7.333333333333333,0.8888888888888888,7.384615384615385,3,4
qtWjSboqfe,1,7.2,0.96,7.222222222222222,5,15
DRiLWb8bJg,1,7.5,0.75,7.466666666666667,4,12
cv2iMNWCsh,1,7.25,1.6875,7.3076923076923075,4,3
2iCIHgE8KG,1,7.5,0.75,7.6,4,5
Gj5JTAwdoy,1,7.25,1.6875,7.294117647058823,4,5
G6dMvRuhFr,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,4
lqTILjL6lP,1,7.4,3.04,7.8,5,8
GjM61KRiTG,1,7.5,0.75,7.538461538461538,4,8
twEvvkQqPS,1,7.5,0.75,7.384615384615385,4,8
auZZ2gN0ZN,1,7.5,0.75,7.5,4,5
9NfHbWKqMF,1,7.5,0.75,7.333333333333333,4,11
Acvo2RGSCy,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,4
11xgiMEI5o,1,7.333333333333333,0.8888888888888888,7.5,3,8
oCHsDpyawq,1,7.5,0.75,7.466666666666667,4,4
EbWf36quzd,1,7.2,0.96,7.333333333333333,5,5
Lz0XW99tE0,1,7.333333333333333,0.8888888888888888,7.142857142857143,3,10
3fl1SENSYO,1,7.5,0.75,7.428571428571429,4,20
NQqJPPCesd,1,7.333333333333333,0.8888888888888888,7.2,3,5
Mn2qgIcIPS,1,7.333333333333333,0.8888888888888888,7.384615384615385,3,9
VeMC6Bn0ZB,1,7.333333333333333,0.8888888888888888,7.4,3,8
1iuaxjssVp,1,7.25,1.6875,7.0,4,4
tIBAOcAvn4,1,7.5,0.75,7.5,4,14
MagmwodCAB,1,7.2,0.96,7.294117647058823,5,15
et5l9qPUhm,1,8.0,0.0,8.0,3,3
fxv0FfmDAg,1,7.333333333333333,0.8888888888888888,7.111111111111111,3,6
VaowElpVzd,1,7.5,2.75,7.411764705882353,4,11
M8OGl34Pmg,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,8
8oCrlOaYcc,1,7.4,1.44,7.333333333333333,5,7
lzdFImKK8w,1,7.5,2.75,7.538461538461538,4,12
qyU5s4fzLg,1,7.5,0.75,7.529411764705882,4,8
Dzh0hQPpuf,1,5.75,0.1875,5.764705882352941,4,15
n9PDaFNi8t,1,7.5,0.75,7.5,4,4
9WYMDgxDac,1,7.0,1.0,7.066666666666666,4,24
SgymXhOEA5,1,7.5,0.75,7.555555555555555,4,16
jkUp3lybXf,1,7.333333333333333,0.8888888888888888,7.2,3,9
TtUh0TOlGX,1,7.333333333333333,0.8888888888888888,7.2,3,9
0bmGL4q7vJ,1,7.5,0.75,7.384615384615385,4,4
0yvZm2AjUr,1,7.5,0.75,7.571428571428571,4,4
cqsw28DuMW,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,4
YK9G4Htdew,1,7.5,0.75,7.529411764705882,4,6
jXvwJ51vcK,1,7.5,0.75,7.375,4,7
TeVAZXr3yv,1,7.5,0.75,7.555555555555555,4,12
SjufxrSOYd,1,8.0,0.0,8.0,5,6
R1hIXdST22,1,7.5,0.75,7.571428571428571,4,4
3PDklqqqfN,1,7.166666666666667,1.4722222222222223,7.208333333333333,6,11
E1EHO0imOb,1,7.5,0.75,7.5,4,5
Q0zmmNNePz,1,7.5,0.75,7.6923076923076925,4,9
U67J0QNtzo,1,7.5,0.75,7.444444444444445,4,8
vVCHWVBsLH,1,7.25,1.6875,7.25,4,6
wg3rBImn3O,1,7.333333333333333,0.8888888888888888,7.555555555555555,3,5
Cnwz9jONi5,1,7.25,1.6875,7.357142857142857,4,8
e1wDDFmlVu,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,18
fGdF8Bq1FV,1,7.2,0.96,7.230769230769231,5,7
9YNyiCJE3k,1,7.5,0.75,7.666666666666667,4,15
ztzZDzgfrh,1,7.333333333333333,0.8888888888888888,7.454545454545454,3,9
4gaySj8kvX,1,7.5,0.75,7.6,4,5
r3DF5sOo5B,1,7.333333333333333,0.8888888888888888,7.4,3,9
jXLiDKsuDo,1,7.5,0.75,7.6,4,6
wkHcXDv7cv,1,7.5,0.75,7.5,4,4
48WAZhwHHw,1,7.333333333333333,3.5555555555555554,7.333333333333333,3,5
aX7X9z3vQS,1,7.333333333333333,0.8888888888888888,7.5,3,4
EPHsIa0Ytg,1,7.5,0.75,7.538461538461538,4,4
LbgIZpSUCe,1,7.333333333333333,0.8888888888888888,7.454545454545454,3,0
wN3KaUXA5X,1,7.2,0.96,7.333333333333333,5,7
69Fp4dcmJN,1,7.333333333333333,0.8888888888888888,7.428571428571429,4,3
cRR0oDFEBC,1,7.2,0.96,7.294117647058823,5,10
dEypApI1MZ,1,7.2,0.96,7.25,5,7
9bMZ29SPVx,1,7.5,0.75,7.571428571428571,4,17
YhfrKB3Ah7,1,7.4,1.44,7.333333333333333,5,5
vi3DjUhFVm,1,7.25,1.6875,7.076923076923077,4,14
nGiGXLnKhl,1,8.0,0.0,8.0,3,4
y5einmJ0Yx,1,7.5,0.75,7.636363636363637,4,7
ZV7CLf0RHK,1,7.5,0.75,7.375,4,14
oSQiao9GqB,1,7.333333333333333,0.8888888888888888,7.090909090909091,3,9
Njx1NjHIx4,1,7.5,0.75,7.6,4,8
gYWqxXE5RJ,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,11
l4fMj4Vnly,1,7.5,0.75,7.529411764705882,4,6
5BSlakturs,1,7.333333333333333,0.8888888888888888,7.166666666666667,3,6
gTwRMU3lJ5,1,7.333333333333333,0.8888888888888888,7.4,3,6
nYpPAT4L3D,1,7.5,0.75,7.5,4,9
9ehJCZz4aM,1,7.25,1.6875,7.142857142857143,4,14
WKfb1xGXGx,1,7.5,0.75,7.384615384615385,4,10
RaR3ETzyKp,1,7.333333333333333,0.8888888888888888,7.0,3,7
qgsXsqahMq,1,7.5,0.75,7.6,4,16
9UGfOJBuL8,1,7.333333333333333,0.8888888888888888,7.2727272727272725,3,6
PiZtlzMWUj,1,7.25,3.6875,7.2,4,7
lJpqxFgWCM,1,7.2,0.96,7.217391304347826,5,5
4HRRcqE9SU,1,7.5,0.75,7.411764705882353,4,12
UL8b54P96G,1,7.5,0.75,7.6,4,13
H2Gxil855b,1,7.5,0.75,7.538461538461538,4,6
ZGkfoufDaU,1,7.5,0.75,7.5,4,10
qxRoo7ULCo,1,7.5,0.75,7.5,4,11
OeBY9XqiTz,1,7.333333333333333,0.8888888888888888,7.166666666666667,3,5
Oi47wc10sm,1,7.333333333333333,0.8888888888888888,7.2727272727272725,3,17
Y2RW9EVwhT,1,7.2,0.96,7.2,5,18
j4LITBSUjs,1,7.4,1.44,7.4,5,17
pZISppZSTv,1,7.5,0.75,7.466666666666667,4,7
bjxuqI4KwU,1,7.5,0.75,7.538461538461538,4,12
cmXWYolrlo,1,7.5,0.75,7.333333333333333,4,14
bW9fGYo44s,1,7.333333333333333,0.8888888888888888,7.4,3,9
BgxsmpVoOX,1,7.5,0.75,7.5,4,6
LXftdR11io,1,7.5,0.75,7.538461538461538,4,5
kFsWpSxkFz,1,7.5,0.75,7.428571428571429,4,0
MFZjrTFE7h,1,7.5,0.75,7.5,4,9
XNA3Mnnbvb,1,6.6,3.84,6.428571428571429,5,14
qpXctF2aLZ,1,7.2,3.76,7.260869565217392,5,10
aD2uwhLbnA,1,7.2,0.96,7.2,5,14
7BQkXXM8Fy,1,7.5,2.75,7.833333333333333,4,4
n0OtGl6VGb,1,6.8,2.16,6.714285714285714,5,12
fgUFZAxywx,1,7.5,2.75,7.833333333333333,4,5
3Oli4u6q3p,1,7.333333333333333,0.8888888888888888,7.454545454545454,3,16
aZ1gNJu8wO,1,7.333333333333333,0.8888888888888888,7.333333333333333,3,5
xQBRrtQM8u,1,7.5,0.75,7.466666666666667,4,4
APojAzJQiq,1,7.5,0.75,7.466666666666667,4,4
HE5JmwniHm,1,7.0,1.0,6.875,4,16
A1ztozypga,1,7.5,0.75,7.571428571428571,4,13
Bk13Qfu8Ru,1,7.0,4.5,7.133333333333334,4,18
M2SsqpxGtc,1,7.5,0.75,7.466666666666667,4,10
VEqPDZIDAh,1,7.25,1.6875,7.0625,4,8
1KLBvrYz3V,1,7.5,0.75,7.428571428571429,4,4
FDnZFpHmU4,1,7.5,0.75,7.384615384615385,4,6
1Iuw1jcIrf,1,7.333333333333333,0.8888888888888888,7.2727272727272725,3,6
dGVZwyq5tV,1,7.5,0.75,7.666666666666667,4,4
ExrEw8cVlU,1,7.5,0.75,7.428571428571429,4,18
6tyPSkshtF,1,7.5,0.75,7.333333333333333,4,16
wJv4AIt4sK,1,7.5,0.75,7.5,4,11
cD1kl2QKv1,1,7.4,1.44,7.4,5,8
wXSshrxlP4,1,7.333333333333333,0.8888888888888888,7.454545454545454,3,7
pPyJyeLriR,1,7.5,0.75,7.466666666666667,4,14
GjfIZan5jN,1,7.333333333333333,0.8888888888888888,7.36,6,12
oQ4igHyh3N,1,7.5,0.75,7.466666666666667,4,18
KijslFbfOL,1,7.5,0.75,7.578947368421052,4,5
xaYlO03tIk,1,7.5,0.75,7.538461538461538,4,8
sKYHBTAxVa,1,7.333333333333333,0.8888888888888888,7.4,3,6
MtDd7rWok1,1,7.2,0.96,7.0588235294117645,5,3
M7KyLjuN0A,1,7.5,0.75,7.6923076923076925,4,5
xak8c9l1nu,1,7.2,0.96,7.176470588235294,5,6
kxFtMHItrf,1,7.5,0.75,7.5,4,8
